순위,도서명,저자,출판사,출판일,정가,판매가,평점,리뷰수,상품코드,상세설명
228,"AI 팀원이 다 해줌, 챗GPT, 퍼플렉시티 코파일럿, 캔바, 감마 ,브루 전원 투입!",이나현,한빛미디어,2025-12-03,23000,20700,9.72,6,S000218667365,"* 저자 즉답 오픈카톡방 운영
* AI 팀플레이 실전 워크시트 제공 

기획, 디자인, 마케팅, 운영까지 혼자서 모든 일을 감당하느라 지치셨나요? 이제 당신 곁에는 든든한 AI 팀원이 함께합니다. 챗GPT가 기획 방향을 잡고, 퍼플렉시티가 필요한 데이터를 찾아주며, 감마가 매력적인 프레젠테이션을 완성해줍니다. 이 책은 AI를 단순한 도구가 아닌, 각 분야에 특화된 ‘전문 팀원’으로 활용하는 방법을 안내합니다. 혼자서는 감당하기 어려웠던 대규모 프로젝트도 AI 팀원들과 함께라면 거뜬합니다. 기획부터 전략 설계, 디자인, 마케팅, 운영까지 프로젝트의 전 과정을 실제 업무 방식 그대로 협업하며 완주하는 워크플로를 경험해보세요. AI 팀원을 영입하는 순간, 당신은 최강의 AI 팀을 이끄는 팀장이 됩니다. 지금, 당신만의 AI 팀을 출근시키세요!"
229,AI 법률문서 작성법: 형사사건편,김종엽,박영사,2025-12-01,28000,28000,10.0,5,S000218620967,
230,일 잘하는 엔지니어의 생각 기법,캐리 밀샙,책만,2025-11-28,25000,22500,9.58,13,S000218631187,"“문제의 본질”을 면밀히 관찰해서 시스템과 솔루션의 “성능”을 개선하고 최적화함으로써, 눈앞의 문제를 빠르고 정확히 해결하기 위한 “엔지니어적 사고의 기술”

-- 
시스템이 느려지면 심각한 문제가 발생한다. 시간과 비용을 낭비하게 되기 때문이다. 심지어 프로젝트가 중단될 수도 있고 경력에 위기가 닥칠 수도 있다. 하지만 무슨 일이 일어나고 있는지를 잘 이해한다면, 성능에 대해 꾸준히 좋은 결정을 내리는 것은 놀라울 정도로 쉽다. 이 책에서는 시스템이 왜 그렇게 동작하고 있는지의 이유를 명확하고 사려 깊게 설명해준다. 

30여 년이 넘는 현장 경력을 보유한 저자 캐리 밀샙은 흥미로운 스토리텔링 기법을 활용한 111가지 일화 속에서 컴퓨터 소프트웨어든 일상 작업이든 (말 그대로) 모든 시스템의 성능을 개선하는 최적화 스킬을 알려준다. 또한, 엔지니어나 개발자가 어떤 사고와 마인드셋을 갖춰야 할지, 어떻게 하면 더욱 일관되고 자신있는 최적화를 수행할 수 있을지를 재미있게 들려준다. 

컴퓨터 프로그램과 프로세스가 여러분의 시간을 어떻게 사용하고 있는지, 그리고 그것을 개선하려면 무엇을 해야 하는지 알고 싶어하는 모든 이를 위한 책이다."
231,2026 수제비 정보보안기사 필기 기본서,윤영빈 외,수제비출판사,2025-11-24,40000,36000,10.0,15,S000218353373,"■  최고의 단기 합격 비법서, 〈2026 수제비 정보보안기사 필기 기본서〉
2026 수제비 정보보안기사 필기 기본서는 2025 CBT 기출문제를 철저하게 분석하여 매년 변경되는 출제 트렌드에도 당당히 최단기 합격할 수 있도록 구성했습니다.
특히, 탄탄한 기초 지식을 쌓을 수 있는 필수 이론에 대한 친절한 설명과 다양한 예제, 비전공자도 쉽게 이해 및 암기할 수 있는 암기 비법과 최신 기출문제의 정확한 복원과 해설이 담겨 있습니다.

■ 2025년 모든 기출문제 수록 + 암기 비법서 PDF + CBT 문제에 대한 유튜브 무료 강의 제공

■ IT 비전공자를 위한 [수제비] 공부 비법
- 정보보안기사의 대부분 수험생은 IT 비전공자입니다. 특히 시간이 없는 비전공 수험생을 위한 기간별 단기 합격 비법을 제안합니다!

▶ 1회독: 14일간
ㆍ 이론: 모르는 부분은 넘어가고 최대한 가볍고 빠르게 1회독
ㆍ 문제: 지피지기 기출문제 풀어보기

▶ 2회독: 20일간
ㆍ 이론: 좀 더 꼼꼼하게 2회독(이론 꼼꼼하게 보기, 잠깐 알고 가기 확인, 중요 부분 체크하기)
ㆍ 문제: 지피지기 기출문제, 천기누설 예상문제, 백전백승 기출문제 풀어보기(문제에서 틀린 부분 이론 다시 확인)

▶ 3회독: 20일간
ㆍ 이론: 중요 부분 위주의 3회독(중요 부분은 확실하게 챙기기, 나머지 부분은 빠르게 확인만 하기)
ㆍ 문제: 지피지기 기출문제 / 천기누설 예상문제 / 백전백승 기출문제 중 틀린 문제 위주로 풀어보기, 수제비 데일리 문제 풀어보기(문제에서 틀린 부분 이론 다시 확인)

▶ 최종 정리: 6일간
ㆍ 이론: 중요 부분 위주로 빠르게 확인
ㆍ 문제: 모든 틀린 문제 다시 확인, Daily 문제 전체 다시 보기

▶ 카페를 활용한 소통 중심의 학습법: 매일
ㆍ 매일 방문해서 Daily 문제, 수험생 질문, FAQ 확인하기

▶ 자투리 시간 활용하기: 매일
ㆍ 이동 중에 두음쌤 PDF 파일 및 수제비 TV 유튜브를 이용해서 공부하기"
232,된다! 하루 만에 끝내는 제미나이 활용법,권서림,이지스퍼블리싱,2025-11-17,20000,18000,9.76,80,S000218358453,"이 책은 AI에 쉽게 적응하고 싶은 초보자를 위한 제미나이 입문서이다. AI 활용에 익숙하지 않은 분들을 위해 제미나이에 회원 가입하고 간단한 대화를 나누는 것으로 시작해 상황별로 쓸 수 있는 제미나이 활용법 70가지를 수록했다. 실무에서 바로 적용할 수 있는 예제부터 일상생활에 접목해서 사용할 수 있는 예제까지 한 권으로 만나 볼 수 있어서 효용성이 매우 높다. 아울러 이동하면서도 제미나이를 이용할 수 있도록 스마트폰 제미나이 앱 사용법도 담았다. 제미나이 모델을 이용한 구글의 AI 서비스, 노트북LM과 구글 AI 스튜디오도 빼놓을 수 없다. 나노 바나나로 이미지 생성하고 비오(Veo)로 동영상을 만들다 보면 제미나이의 가치를 200% 활용할 수 있다.
이 책을 읽을 때 저자의 유튜브 채널에서 동영상 강의를 함께 시청하는 것을 추천한다. 제미나이를 더욱 쉽고 빠르게 익힐 수 있기 때문이다. 또, 책 속 프롬프트 예제의 전문을 확인하고 싶거나 활용하고 싶을 땐 책에서 제공하는 링크로 접속하면 편리하다. 이 책을 선택한 독자들이 제미나이에 더 쉽게 다가갈 수 있길 바란다."
233,2026 이기적 CPPG 개인정보관리사 기본서,이제이 외,영진닷컴,2025-11-03,38000,34200,10.0,4,S000218315406,"CPPG 개인정보관리사 합격을 위한 기본서!
본 도서는 시행처 한국CPO포럼의 최신 출제기준을 적용하였으며, 개인정보관리사 시험의 최신 경향을 철저히 분석하고 설명한 완벽 대비서이다.
꼼꼼한 기초 이론과 최신 법령 설명으로 비전공자, 입문자도 혼자 학습할 수 있도록 안내하고 있으며, 최신 기출문제를 수록하여 실전에 철저히 대비할 수 있도록 하였다. 또한 시험의 기초 이론을 다루는 무료 동영상도 제공하여, 합격을 위한 모든 노하우를 얻을 수 있다.
독자 소통을 위해 이기적 스터디 카페 cafe.naver.com/yjbooks도 운영 중이므로 CPPG 시험을 준비한다면 꼭 방문해보자."
234,그림과 실습으로 배우는 쿠버네티스 입문,타카하시 아오이,길벗,2025-10-31,28000,25200,10.0,15,S000218304652,"쿠버네티스는 현대 IT 인프라의 핵심 기술로, 애플리케이션을 안정적으로 운영할 수 있는 강력한 도구다. 그러나 안정적이라는 특징 때문에 트러블슈팅 경험을 쌓기가 쉽지 않다. 이 책에서는 고장난 쿠버네티스를 고치면서, 자연스럽게 문제를 마주하고 해결하는 과정을 경험한다. 컨테이너를 만들고, 클러스터에 애플리케이션을 배포한 뒤 장애를 일으켜 복구하는 시나리오를 반복하면서 쿠버네티스의 동작 원리를 몸으로 익힌다. OOMKilled 오류나 서비스 연결 문제처럼 현업에서 자주 발생하는 상황을 그대로 재현해 보며, 실제 운영에 필요한 감각을 키운다. 단순한 구축과 운영을 넘어 시스템 내부 상태를 들여다보고 한 단계 높은 운영 역량을 갖추기 위해 ‘관측 가능성’과 ‘모니터링’처럼 문제를 조기에 감지할 수 있는 도구와 방법도 설명한다. 풍부한 만화와 도해로 난해한 개념을 시각적으로 풀어내고 실습으로 이론과 실제를 긴밀히 연결하여, 쿠버네티스의 원리를 깊이 이해하고 실제 문제 해결 능력을 체득할 수 있게 구성했다."
235,"대규모 언어 모델, 핵심만 빠르게!",안드리 부르코프,인사이트,2025-10-30,24000,21600,8.75,2,S000218197400,"이 책은 안드리 부르코프의 베스트셀러 《머신러닝, 핵심만 빠르게!》의 후속작으로, 언어 모델링의 기초부터 시작하여 최신 대규모 언어 모델(LLM)을 간결하면서도 철저하게 다룬다. 독자들은 이 책을 통해 현대 머신러닝과 신경망의 수학적 기초, 파이썬으로 구현하는 카운트, RNN 기반 언어 모델, 파이토치로 직접 만드는 트랜스포머, LLM 실습(지시 미세 튜닝, 프롬프트 엔지니어링)까지 체계적으로 학습할 수 있다.
실행 가능한 파이썬 코드와 구글 코랩 환경을 기반으로 실습형으로 구성된 이 책은 누구나 단계별로 따라가며 이해를 확장할 수 있다. 언어 모델이 단순한 n-그램 통계에서 출발해 오늘날 AI의 핵심 기술로 성장해 온 과정을 카운트 기반 방.법부터 시작해서 최신 트랜스포머 아키텍처까지 설명하며, 원리와 구현을 함께 다룬다. 각 장은 앞선 내용을 토대로 점진적으로 발전하며, 복잡한 개념도 명확한 설명과 그림, 실습을 통해 쉽게 이해할 수 있도록 구성되어 있다.

이 책에서 다루는 내용
ㆍ머신러닝과 신경망의 핵심 개념 
ㆍ텍스트 표현 기법과 기본 언어 모델링
ㆍ파이토치로 RNN과 트랜스포머 구현하기 
ㆍ언어 모델의 미세 튜닝과 프롬프트 엔지니어링 실무 지침
ㆍ환각 문제와 모델 평가에 관한 주요 고려 사항"
236,UX/UI 디자인 워크숍 with AI,윤하린,위키북스,2025-10-28,25000,22500,0.0,0,S000218234950,"이 책은 ‘AI를 도구로 쓰는 법’을 넘어, ‘AI와 함께 디자인 문제를 정의하고 해결하는 방법’을 제시합니다. 디자이너가 AI의 결과물을 선별·검증·재구성하며 진짜 협업 파트너로 활용하는 과정을 실습 중심으로 구성했습니다."
237,실무에 바로 쓰는 일잘러의 챗GPT 프롬프트 74가지,이석현,제이펍,2025-10-23,22000,19800,9.88,20,S000218183044,"챗GPT 출시 3년, 이제 챗GPT는 업무와 일상 모든 곳에서 든든한 파트너로 활약하고 있다. 사용자는 챗GPT와 이메일 작성, 기획안·보고서 검토, 데이터 분석과 프레젠테이션 등 직장에서 마주하는 문제를 해결하고, 동시에 번아웃 극복, 동기부여, 소비 습관 분석 등 개인적인 고민을 나누기도 한다. 이 책은 단순한 챗GPT 기능 설명서가 아니다. 74가지의 프롬프트를 통해 ‘업무’를 혁신하고, ‘일상’에 집중할 수 있는 노하우를 담았다. 일도, 일상도 놓칠 수 없는 일잘러의 모든 순간을 위한 챗GPT 활용법, 쉽고 빠르게 시작해 보자."
238,2026 수제비 정보처리기사 필기 기본서 세트,윤영빈 외,수제비출판사,2025-10-13,36000,32400,9.83,17,S000218191062,"■  최고의 단기 합격 비법서, 〈2026 수제비 정보처리기사 필기 기본서〉
2026 수제비 정보처리기사 필기 기본서는 2025 CBT 기출문제를 철저하게 분석하여 매년 변경되는 출제 트렌드에도 당당히 최단기 합격할 수 있도록 구성했습니다.
특히, 탄탄한 기초 지식을 쌓을 수 있는 필수 이론에 대한 친절한 설명과 다양한 예제, 비전공자도 쉽게 이해 및 암기할 수 있는 암기 비법과 최신 기출문제의 정확한 복원과 해설이 담겨 있습니다.

■ 2025년 모든 기출문제 수록 + 암기 비법서 PDF + 최신 CBT 문제에 대한 유튜브 무료 강의 제공

■ IT 비전공자를 위한 [수제비] 공부 비법
- 정보처리기사의 대부분 수험생은 IT 비전공자입니다. 특히 시간이 없는 비전공 수험생을 위한 기간별 단기 합격 비법을 제안합니다!

▶ 1회독: 7일간
ㆍ 이론: 모르는 부분은 넘어가고 최대한 가볍고 빠르게 1회독
ㆍ 문제: 지피지기 기출문제, CBT 기출 복원 문제 풀어보기

▶ 2회독: 10일간
ㆍ 이론: 좀 더 꼼꼼하게 2회독(이론 꼼꼼하게 보기, 잠깐 알고 가기 확인, 중요 부분 체크하기)
ㆍ 문제: 지피지기 기출문제, CBT 기출 복원 문제 다시 풀기, 백전백승 기출문제, 유비무환 특별문제 풀어보기(문제에서 틀린 부분 이론 다시 확인)

▶ 3회독: 10일간
ㆍ 이론: 중요 부분 위주의 3회독(중요 부분은 확실하게 챙기기, 나머지 부분은 빠르게 확인만 하기)
ㆍ 문제: 지피지기 기출문제 / CBT 기출 복원 문제 / 백전백승 기출문제 / 유비무환 특별문제 중 틀린 것 위주로 풀어보기, 수제비 족보 문제 풀어보기(문제에서 틀린 부분 이론 다시 확인)

▶ 최종 정리: 3일간
ㆍ 이론: 중요 부분 위주로 빠르게 확인
ㆍ 문제: 모든 틀린 문제 다시 확인, Daily 문제 전체 다시 보기

▶ 카페를 활용한 소통 중심의 학습법: 매일
ㆍ 수험생 질문, FAQ 확인하기

▶ 자투리 시간 활용하기: 매일
ㆍ 이동 중에 두음쌤 PDF 파일을 이용해서 공부하기"
